id,label,conversation
191,Positive,"العميل: الحمدلله ربطت البطاقة واشتغلت فورًا.
الموظف: خبر ممتاز! بالتوفيق دومًا."
192,Negative,"العميل: خدمة الربط لا تعمل عندي منذ صباح اليوم.
الموظف: نعتذر عن العطل، جارٍ العمل على إصلاحه."
193,Negative,"العميل: جربت أكثر من مرة وما ضبط الربط.
الموظف: نعتذر، وراح نوصل المشكلة للفريق المختص."
194,Negative,"العميل: لم أتمكن من ربط البطاقة رغم اتباع التعليمات.
الموظف: دعنا نتحقق مع الفريق التقني ونتواصل معك فورًا."
195,Negative,"العميل: جربت أكثر من مرة وما ضبط الربط.
الموظف: نعتذر، وراح نوصل المشكلة للفريق المختص."
196,Neutral,"العميل: كيف أربط البطاقة بتطبيق الجوال؟
الموظف: من الإعدادات تلاقي خيار ربط بطاقة."
197,Neutral,"العميل: هل الربط يتطلب وجود رصيد في البطاقة؟
الموظف: لا، يمكن الربط حتى دون رصيد."
198,Neutral,"العميل: كيف أربط البطاقة بتطبيق الجوال؟
الموظف: من الإعدادات تلاقي خيار ربط بطاقة."
199,Neutral,"العميل: ما هي طريقة ربط البطاقة بتطبيق البنك؟
الموظف: من خلال الدخول للتطبيق ثم قسم البطاقات، ستجد خيار الربط."
200,Neutral,"العميل: لازم يكون في رصيد عشان أربط البطاقة؟
الموظف: مو لازم، تقدر تربطها بدون رصيد."
201,Negative,"العميل: ما حدثتوا السعر من أمس، شي غريب.
الموظف: نعتذر، وراح نشيك على السيستم."
202,Positive,"العميل: لاحظت أن سعر الصرف مستقر منذ فترة، هذا ممتاز.
الموظف: نعم، نسعى دائمًا للحفاظ على الاستقرار المالي."
203,Positive,"العميل: اليوم السعر كان حلو، غيرت المبلغ بسرعة.
الموظف: ممتاز! دايمًا نحاول نخلي الأسعار تنافسية."
204,Positive,"العميل: سعر الصرف كان ممتاز اليوم وتمت العملية بسرعة.
الموظف: سعداء بأن الخدمة نالت رضاك."
205,Neutral,"العميل: متى يتغير السعر؟
الموظف: غالبًا مرتين باليوم، حسب السوق."
206,Neutral,"العميل: هل يختلف سعر الصرف بين الفرع والتطبيق؟
الموظف: السعر موحد في جميع القنوات البنكية."
207,Positive,"العميل: سعر الصرف كان ممتاز اليوم وتمت العملية بسرعة.
الموظف: سعداء بأن الخدمة نالت رضاك."
208,Negative,"العميل: ما حدثتوا السعر من أمس، شي غريب.
الموظف: نعتذر، وراح نشيك على السيستم."
209,Negative,"العميل: ما حدثتوا السعر من أمس، شي غريب.
الموظف: نعتذر، وراح نشيك على السيستم."
210,Neutral,"العميل: بكم الدولار اليوم؟
الموظف: 3.75 شيكل حالياً."
211,Negative,"العميل: لماذا تغير سعر الصرف فجأة دون إشعار؟
الموظف: نعتذر، السعر يعتمد على السوق العالمي ونتفهم قلقك."
212,Negative,"العميل: ليش السعر ارتفع فجأة اليوم؟
الموظف: السوق متقلب، بس بنراجع التحديث أكيد."
213,Positive,"العميل: شكراً لتحديث الأسعار بشكل يومي، هذا يساعدني كثيراً.
الموظف: يسرنا ذلك، نحن هنا لتسهيل معاملاتك المالية."
214,Negative,"العميل: ما حدثتوا السعر من أمس، شي غريب.
الموظف: نعتذر، وراح نشيك على السيستم."
215,Negative,"العميل: لماذا تغير سعر الصرف فجأة دون إشعار؟
الموظف: نعتذر، السعر يعتمد على السوق العالمي ونتفهم قلقك."
216,Negative,"العميل: ليش السعر ارتفع فجأة اليوم؟
الموظف: السوق متقلب، بس بنراجع التحديث أكيد."
217,Positive,"العميل: شكراً لتحديث الأسعار بشكل يومي، هذا يساعدني كثيراً.
الموظف: يسرنا ذلك، نحن هنا لتسهيل معاملاتك المالية."
218,Negative,"العميل: السعر مرتفع جدًا مقارنة بالأمس، لم أتوقع ذلك.
الموظف: نقدر ملاحظتك، وسنقوم بإيصالها للإدارة."
219,Negative,"العميل: ما حدثتوا السعر من أمس، شي غريب.
الموظف: نعتذر، وراح نشيك على السيستم."
220,Positive,"العميل: شكراً لتحديث الأسعار بشكل يومي، هذا يساعدني كثيراً.
الموظف: يسرنا ذلك، نحن هنا لتسهيل معاملاتك المالية."
221,Negative,"العميل: لم يتم تحديث السعر في التطبيق منذ يومين.
الموظف: نأسف لهذا الخلل وسنقوم بحله فوراً."
222,Neutral,"العميل: متى يتم تحديث سعر الصرف يوميًا؟
الموظف: يتم التحديث مرتين يوميًا صباحًا ومساءً."
223,Negative,"العميل: ما حدثتوا السعر من أمس، شي غريب.
الموظف: نعتذر، وراح نشيك على السيستم."
224,Positive,"العميل: ممتازين بتحديث السعر أول بأول.
الموظف: شكرًا، هدفنا نوفرلك تجربة سهلة وواضحة."
225,Negative,"العميل: لم يتم تحديث السعر في التطبيق منذ يومين.
الموظف: نأسف لهذا الخلل وسنقوم بحله فوراً."
226,Negative,"العميل: ليش السعر ارتفع فجأة اليوم؟
الموظف: السوق متقلب، بس بنراجع التحديث أكيد."
227,Negative,"العميل: السعر مرتفع جدًا مقارنة بالأمس، لم أتوقع ذلك.
الموظف: نقدر ملاحظتك، وسنقوم بإيصالها للإدارة."
228,Negative,"العميل: لم يتم تحديث السعر في التطبيق منذ يومين.
الموظف: نأسف لهذا الخلل وسنقوم بحله فوراً."
229,Positive,"العميل: سعر الصرف كان ممتاز اليوم وتمت العملية بسرعة.
الموظف: سعداء بأن الخدمة نالت رضاك."
230,Neutral,"العميل: كم سعر الصرف اليوم للدولار؟
الموظف: السعر الحالي هو 3.75 شيكل لكل دولار."
231,Negative,"العميل: لماذا تغير سعر الصرف فجأة دون إشعار؟
الموظف: نعتذر، السعر يعتمد على السوق العالمي ونتفهم قلقك."
232,Positive,"العميل: اليوم السعر كان حلو، غيرت المبلغ بسرعة.
الموظف: ممتاز! دايمًا نحاول نخلي الأسعار تنافسية."
233,Positive,"العميل: لاحظت أن سعر الصرف مستقر منذ فترة، هذا ممتاز.
الموظف: نعم، نسعى دائمًا للحفاظ على الاستقرار المالي."
234,Neutral,"العميل: كم سعر الصرف اليوم للدولار؟
الموظف: السعر الحالي هو 3.75 شيكل لكل دولار."
235,Neutral,"العميل: بكم الدولار اليوم؟
الموظف: 3.75 شيكل حالياً."
236,Neutral,"العميل: متى يتم تحديث سعر الصرف يوميًا؟
الموظف: يتم التحديث مرتين يوميًا صباحًا ومساءً."
237,Positive,"العميل: يعطيكم العافية، السعر ثابت من أيام.
الموظف: حياك الله، هالشي من أولوياتنا."
238,Neutral,"العميل: بكم الدولار اليوم؟
الموظف: 3.75 شيكل حالياً."
239,Negative,"العميل: السعر اليوم مش منطقي أبداً.
الموظف: نتفهمك وراح نبلغ المختصين."
240,Neutral,"العميل: متى يتغير السعر؟
الموظف: غالبًا مرتين باليوم، حسب السوق."
241,Neutral,"العميل: السعر اللي بالتطبيق هو نفس اللي بالفرع؟
الموظف: إي نعم، كله نفس السعر."
242,Negative,"العميل: السعر مرتفع جدًا مقارنة بالأمس، لم أتوقع ذلك.
الموظف: نقدر ملاحظتك، وسنقوم بإيصالها للإدارة."
243,Positive,"العميل: شكراً لتحديث الأسعار بشكل يومي، هذا يساعدني كثيراً.
الموظف: يسرنا ذلك، نحن هنا لتسهيل معاملاتك المالية."
244,Neutral,"العميل: متى يتم تحديث سعر الصرف يوميًا؟
الموظف: يتم التحديث مرتين يوميًا صباحًا ومساءً."
245,Negative,"العميل: ليش السعر ارتفع فجأة اليوم؟
الموظف: السوق متقلب، بس بنراجع التحديث أكيد."
246,Positive,"العميل: شكراً لتحديث الأسعار بشكل يومي، هذا يساعدني كثيراً.
الموظف: يسرنا ذلك، نحن هنا لتسهيل معاملاتك المالية."
